b,final_mean_cooperation,final_std_cooperation,final_mean_payoff,final_std_payoff
1.01,0.01741410084783579,0.018403935359052007,0.10865863453815261,0.10797008207799513
1.05,0.03246180727905379,0.020939491468111776,0.20520383030248332,0.12184231692686008
1.1,0.028920551118331007,0.018038928518992716,0.19640310304889977,0.11599135920670206
1.2,0.022671961253252708,0.016399536432101618,0.15075568190364455,0.10794140479927011
1.3,0.019265952699687637,0.013765787075845793,0.14039825970548864,0.10655747227848349
1.4,0.015470245526425303,0.018433266502719165,0.11937161880982106,0.14323111493869034
1.5,0.030772402970182855,0.012014901857031005,0.28435903413905306,0.10920792944297686
1.7,0.026538112499937327,0.006637123151413598,0.2839534166629063,0.07010211964047106
2.0,0.008333333333333333,0.012422599874998832,0.1,0.14907119849998596
